Date,Symbol,Weight
2026-06-29,GOOGL.O,0.07142857142857142
2026-06-29,MSFT.O,0.07142857142857142
2026-06-29,AAPL.O,0.07142857142857142
2026-06-29,LLY,0.07142857142857142
2026-06-29,JNJ,0.07142857142857142
2026-06-29,V,0.07142857142857142
2026-06-29,MA,0.07142857142857142
2026-06-29,WMT,0.07142857142857142
2026-06-29,COST.O,0.07142857142857142
2026-06-29,PG,0.07142857142857142
2026-06-29,TRV,0.07142857142857142
2026-06-29,NEE,0.07142857142857142
2026-06-29,NEM,0.07142857142857142
2026-06-29,MCD,0.07142857142857142
