Date,Symbol,Weight
2026-06-08,AMAT,0.07142857142857142
2026-06-08,LRCX,0.07142857142857142
2026-06-08,KLAC,0.07142857142857142
2026-06-08,MU,0.07142857142857142
2026-06-08,INTC,0.07142857142857142
2026-06-08,TSM,0.07142857142857142
2026-06-08,NEM,0.07142857142857142
2026-06-08,AEM,0.07142857142857142
2026-06-08,WPM,0.07142857142857142
2026-06-08,KGC,0.07142857142857142
2026-06-08,FNV,0.07142857142857142
2026-06-08,KO,0.07142857142857142
2026-06-08,PG,0.07142857142857142
2026-06-08,WMT,0.07142857142857142
