Date,Symbol,Weight
2026-06-08,NVDA,0.07142857142857142
2026-06-08,AVGO,0.07142857142857142
2026-06-08,MU,0.07142857142857142
2026-06-08,AMD,0.07142857142857142
2026-06-08,ARM,0.07142857142857142
2026-06-08,TSM,0.07142857142857142
2026-06-08,INTC,0.07142857142857142
2026-06-08,MRVL,0.07142857142857142
2026-06-08,LRCX,0.07142857142857142
2026-06-08,AMAT,0.07142857142857142
2026-06-08,KLAC,0.07142857142857142
2026-06-08,ASML,0.07142857142857142
2026-06-08,MSFT,0.07142857142857142
2026-06-08,GOOGL,0.07142857142857142
2026-06-10,NEM,0.07142857142857142
2026-06-10,GOLD,0.07142857142857142
2026-06-10,AEM,0.07142857142857142
2026-06-10,KGC,0.07142857142857142
2026-06-10,WPM,0.07142857142857142
2026-06-10,FNV,0.07142857142857142
2026-06-10,AMAT,0.07142857142857142
2026-06-10,LRCX,0.07142857142857142
2026-06-10,KLAC,0.07142857142857142
2026-06-10,MU,0.07142857142857142
2026-06-10,INTC,0.07142857142857142
2026-06-10,KO,0.07142857142857142
2026-06-10,PG,0.07142857142857142
2026-06-10,WMT,0.07142857142857142
