Date,Symbol,Weight
2026-05-26,NVDA,0.07142857142857142
2026-05-26,MSFT,0.07142857142857142
2026-05-26,GOOGL,0.07142857142857142
2026-05-26,META,0.07142857142857142
2026-05-26,AMZN,0.07142857142857142
2026-05-26,AVGO,0.07142857142857142
2026-05-26,AMD,0.07142857142857142
2026-05-26,MU,0.07142857142857142
2026-05-26,ORCL,0.07142857142857142
2026-05-26,NOW,0.07142857142857142
2026-05-26,CRM,0.07142857142857142
2026-05-26,PLTR,0.07142857142857142
2026-05-26,ANET,0.07142857142857142
2026-05-26,AAPL,0.07142857142857142
