Date,Symbol,Weight
2026-06-15,TSM,0.07142857142857142
2026-06-15,AMAT,0.07142857142857142
2026-06-15,LRCX,0.07142857142857142
2026-06-15,KLAC,0.07142857142857142
2026-06-15,INTC,0.07142857142857142
2026-06-15,MU,0.07142857142857142
2026-06-15,NVDA,0.07142857142857142
2026-06-15,AVGO,0.07142857142857142
2026-06-15,MRVL,0.07142857142857142
2026-06-15,VRTX,0.07142857142857142
2026-06-15,REGN,0.07142857142857142
2026-06-15,GILD,0.07142857142857142
2026-06-15,NEM,0.07142857142857142
2026-06-15,AEM,0.07142857142857142
