Date,Symbol,Weight
2026-06-29,GOOGL.O,0.07142857142857142
2026-06-29,NVDA.O,0.07142857142857142
2026-06-29,MSFT.O,0.07142857142857142
2026-06-29,AAPL.O,0.07142857142857142
2026-06-29,META.O,0.07142857142857142
2026-06-29,AMZN.O,0.07142857142857142
2026-06-29,AVGO.O,0.07142857142857142
2026-06-29,TSM,0.07142857142857142
2026-06-29,ASML.O,0.07142857142857142
2026-06-29,MU.O,0.07142857142857142
2026-06-29,AMD.O,0.07142857142857142
2026-06-29,ORCL,0.07142857142857142
2026-06-29,CRM,0.07142857142857142
2026-06-29,NOW,0.07142857142857142
2026-07-01,6501.T,0.07142857142857142
2026-07-01,7011.T,0.07142857142857142
2026-07-01,6954.T,0.07142857142857142
2026-07-01,6861.T,0.07142857142857142
2026-07-01,1301.TW,0.07142857142857142
2026-07-01,1303.TW,0.07142857142857142
2026-07-01,2317.TW,0.07142857142857142
2026-07-01,2269.HK,0.07142857142857142
2026-07-01,1093.HK,0.07142857142857142
2026-07-01,1211.HK,0.07142857142857142
2026-07-01,005380.KS,0.07142857142857142
2026-07-01,105560.KS,0.07142857142857142
2026-07-01,NEM,0.07142857142857142
2026-07-01,AEM,0.07142857142857142
